,id_student,code_module,code_presentation,score_CMA,score_Exam,score_TMA,valid_submission,late_submission,weighted_score,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_clickSum,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,final_result
16245,587054,1,3,0,0,75.15,5,0,75.15,0,10,1,7,1,0,5,0,1908,0,0,0,0,60,2,267,0,15,1290,0,0,0,3,135,0,80,0,53,3,1
16247,587459,1,3,0,0,63.2,4,1,63.2,0,10,2,1,1,0,5,0,1418,0,0,0,0,118,8,287,0,1,744,0,0,0,4,164,0,10,0,75,7,1
16248,587860,1,3,0,0,48.9,4,1,48.9,0,4,0,1,0,0,17,0,123,0,0,0,0,0,2,52,0,1,15,0,0,0,0,0,0,37,0,16,0,1
16251,588207,1,3,0,0,0,1,0,0,0,2,2,5,1,2,5,0,390,0,0,0,0,4,0,111,0,0,179,0,0,0,0,28,0,24,0,39,5,0
16252,588251,1,3,0,0,58.05,4,1,58.05,1,4,0,2,0,0,5,0,604,0,0,0,0,84,0,121,0,0,318,0,0,0,4,65,0,6,0,3,3,0
16253,588944,1,3,0,0,85.85,5,0,85.85,1,5,0,1,0,0,5,0,976,0,0,0,0,82,3,164,0,3,564,0,0,0,4,68,0,68,0,19,1,1
16254,588991,1,3,0,0,0,1,0,0,1,12,0,1,0,0,17,0,31,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,1,0,4,2,0
16255,589133,1,3,0,0,76.55,4,1,76.55,0,8,2,8,0,0,5,0,826,0,0,0,0,392,4,195,0,16,153,0,0,0,0,0,0,23,0,43,0,1
16256,589554,1,3,0,0,75.35,5,0,75.35,0,12,0,8,0,0,5,0,705,0,0,0,0,64,0,126,0,16,379,0,0,0,0,62,0,23,0,32,3,1
16257,589621,1,3,0,0,81.3,5,0,81.3,0,7,0,8,1,0,5,0,1680,0,0,0,0,213,0,346,0,13,890,0,0,0,12,128,0,54,0,23,1,1
16260,590086,1,3,0,0,67.95,5,0,67.95,0,6,0,8,0,0,5,0,589,0,0,0,0,30,1,71,0,0,436,0,0,0,0,22,0,16,0,13,0,1
16261,590122,1,3,0,0,59.75,5,0,59.75,0,6,0,5,0,0,5,0,587,0,0,0,0,0,0,54,0,0,423,0,0,0,0,104,0,2,0,4,0,1
16262,590416,1,3,0,0,33.4,4,0,33.4,0,3,1,1,1,1,5,0,405,0,0,0,0,1,3,79,0,6,255,0,0,0,0,30,0,16,0,15,0,0
16265,590668,1,3,0,0,61.1,4,1,61.1,0,12,2,4,1,1,17,0,869,0,0,0,0,2,0,166,0,3,632,0,0,0,6,0,0,44,0,16,0,1
16267,590854,1,3,0,0,85,5,0,85,0,4,1,0,0,0,17,0,1179,0,0,0,0,27,3,217,0,0,636,0,0,0,0,189,0,74,0,29,4,1
16272,592135,1,3,0,0,80.5,5,0,80.5,0,5,2,0,1,0,27,0,2734,0,0,0,0,496,19,554,0,19,1240,0,0,0,14,223,0,79,0,86,4,1
16273,592139,1,3,0,0,84.6,5,0,84.6,0,10,0,4,1,0,5,0,1448,0,0,0,0,249,3,232,0,18,660,0,0,0,19,219,0,17,0,29,2,1
16274,592258,1,3,0,0,77.3,4,1,77.3,0,7,2,4,1,0,5,0,2130,0,0,0,0,554,3,355,0,3,845,0,0,0,9,234,0,64,0,60,3,1
16276,592733,1,3,0,0,78.2,4,1,78.2,0,0,1,8,0,0,17,0,825,0,0,0,0,32,2,166,0,12,461,0,0,0,6,75,0,43,0,21,7,1
16277,593000,1,3,0,0,44.85,1,4,44.85,1,10,0,0,1,0,5,0,127,0,0,0,0,0,1,30,0,2,35,0,0,0,0,26,0,19,0,13,1,1
16278,593346,1,3,0,0,74.15,4,1,74.15,0,5,2,0,1,0,5,0,1182,0,0,0,0,94,1,145,0,13,832,0,0,0,8,1,0,48,0,38,2,1
16279,593476,1,3,0,0,69.05,5,0,69.05,0,3,0,0,0,0,5,0,750,0,0,0,0,96,0,167,0,7,246,0,0,0,0,159,0,36,0,37,2,1
16282,594083,1,3,0,0,72.85,5,0,72.85,1,12,2,0,0,0,35,0,1177,0,0,0,0,62,0,257,0,11,530,0,0,0,1,188,0,47,0,67,14,1
16283,594282,1,3,0,0,84.45,5,0,84.45,0,7,0,5,0,0,17,0,1246,0,0,0,0,390,2,146,0,1,561,0,0,0,7,105,0,17,0,15,2,1
16284,594872,1,3,0,0,92.9,5,0,92.9,0,0,0,4,0,0,5,0,965,0,0,0,0,246,0,127,0,1,322,0,0,0,0,212,0,20,0,34,3,1
16285,595130,1,3,0,0,76.8,4,1,76.8,0,10,0,9,0,0,5,0,371,0,0,0,0,3,5,58,0,4,84,0,0,0,0,123,0,47,0,46,1,1
16286,595137,1,3,0,0,18.5,2,1,18.5,0,12,0,8,0,1,5,0,115,0,0,0,0,0,0,46,0,2,46,0,0,0,0,0,0,10,0,9,2,0
16287,595365,1,3,0,0,59.6,3,2,59.6,0,7,2,3,0,0,5,0,1334,0,0,0,0,30,2,180,0,1,859,0,0,0,14,174,0,33,0,41,0,1
16288,595421,1,3,0,0,64.85,5,0,64.85,0,7,0,3,1,0,5,0,464,0,0,0,0,0,1,88,0,0,294,0,0,0,0,38,0,27,0,16,0,1
16289,595892,1,3,0,0,71.35,5,0,71.35,0,0,0,5,1,0,5,0,489,0,0,0,0,12,0,49,0,1,256,0,0,0,0,112,0,33,0,25,1,1
16291,596128,1,3,0,0,58.75,5,0,58.75,0,0,2,4,1,0,5,0,1157,0,0,0,0,68,10,241,0,0,592,0,0,0,13,169,0,34,0,27,3,0
16292,596151,1,3,0,0,4.9,1,1,4.9,0,11,0,6,1,0,5,0,149,0,0,0,0,0,1,73,0,0,43,0,0,0,0,0,0,12,0,15,5,0
16294,596513,1,3,0,0,75.55,5,0,75.55,0,12,2,0,0,0,5,0,1415,0,0,0,0,379,5,295,0,20,507,0,0,0,7,159,0,20,0,22,1,1
16295,596728,1,3,0,0,80.25,4,1,80.25,0,10,0,9,0,0,5,0,671,0,0,0,0,80,3,72,0,6,265,0,0,0,0,214,0,19,0,12,0,1
16296,596988,1,3,0,0,85.6,5,0,85.6,0,11,2,1,0,1,5,1,912,0,0,0,0,0,0,157,0,0,558,0,0,0,13,111,0,31,0,39,3,1
16297,597539,1,3,0,0,0,1,0,0,0,11,2,3,0,0,5,0,86,0,0,0,0,0,0,28,0,0,46,0,0,0,0,1,0,8,0,3,0,0
16300,598035,1,3,0,0,60.9,5,0,60.9,0,1,2,2,0,0,5,0,112,0,0,0,0,0,0,15,0,0,37,0,0,0,0,0,0,56,0,3,1,1
16301,598201,1,3,0,0,72.45,5,0,72.45,0,10,2,0,0,0,5,0,368,0,0,0,0,15,3,104,0,2,184,0,0,0,0,0,0,34,0,26,0,1
16302,598282,1,3,0,0,73.7,5,0,73.7,0,2,2,8,0,1,5,0,1597,0,0,0,0,193,0,268,0,10,867,0,0,0,15,124,0,59,0,60,1,1
16303,598313,1,3,0,0,66.6,4,1,66.6,1,3,0,3,1,1,17,0,683,0,0,0,0,2,1,75,0,0,435,0,0,0,3,143,0,14,0,8,2,1
16304,598581,1,3,0,0,55.8,5,0,55.8,0,3,0,2,0,0,5,0,621,0,0,0,0,5,0,80,0,4,433,0,0,0,5,78,0,9,0,6,1,1
16305,598769,1,3,0,0,5.9,2,0,5.9,0,10,2,1,0,2,27,0,216,0,0,0,0,0,0,75,0,0,62,0,0,0,0,26,0,27,0,24,2,0
16306,598837,1,3,0,0,67.9,4,1,67.9,0,10,2,5,0,0,5,0,766,0,0,0,0,5,0,100,0,0,481,0,0,0,4,114,0,30,0,32,0,1
16307,599108,1,3,0,0,80,5,0,80,0,10,0,0,0,0,5,0,290,0,0,0,0,2,1,31,0,0,78,0,0,0,0,152,0,8,0,15,3,0
16308,599355,1,3,0,0,82.9,5,0,82.9,0,0,0,8,0,0,17,0,966,0,0,0,0,60,6,163,0,5,526,0,0,0,7,129,0,27,0,42,1,1
16309,600387,1,3,0,0,81,5,0,81,0,4,0,10,0,0,5,0,1155,0,0,0,0,77,1,232,0,1,579,0,0,0,1,137,0,75,0,49,3,1
16310,600398,1,3,0,0,67.35,4,1,67.35,0,0,0,3,0,0,5,0,443,0,0,0,0,34,0,91,0,4,290,0,0,0,0,0,0,13,0,11,0,1
16311,600404,1,3,0,0,0,1,0,0,0,5,2,3,1,0,5,0,134,0,0,0,0,0,0,44,0,0,69,0,0,0,0,1,0,17,0,3,0,0
16312,600415,1,3,0,0,71.9,5,0,71.9,0,9,0,4,0,0,5,0,1526,0,0,0,0,238,0,268,0,28,617,0,0,0,6,205,0,81,0,80,3,1
16313,600428,1,3,0,0,55.2,5,0,55.2,0,7,0,6,1,1,5,0,847,0,0,0,0,191,5,212,0,6,204,0,0,0,0,160,0,38,0,23,8,1
16314,600463,1,3,0,0,54.75,5,0,54.75,0,11,0,6,0,0,5,1,141,0,0,0,0,6,0,36,0,0,80,0,0,0,0,0,0,10,0,8,1,1
16315,600606,1,3,0,0,72.8,5,0,72.8,0,8,2,8,1,0,5,1,661,0,0,0,0,10,0,73,0,0,535,0,0,0,8,0,0,23,0,12,0,1
16316,600658,1,3,0,0,0,1,0,0,0,10,2,3,0,2,17,0,85,0,0,0,0,0,0,35,0,0,24,0,0,0,0,10,0,6,0,8,2,0
16317,600664,1,3,0,0,74.85,4,1,74.85,0,12,2,0,0,0,5,0,668,0,0,0,0,243,0,125,0,0,277,0,0,0,0,0,0,16,0,7,0,1
16318,601247,1,3,0,0,64.35,5,0,64.35,1,6,1,3,1,0,5,0,1177,0,0,0,0,15,0,147,0,6,768,0,0,0,9,112,0,57,0,60,3,1
16320,601706,1,3,0,0,41.2,3,0,41.2,0,0,0,6,0,1,17,1,343,0,0,0,0,91,0,109,0,1,36,0,0,0,0,46,0,31,0,29,0,1
16321,601803,1,3,0,0,7,2,0,7,0,4,0,2,0,0,17,0,230,0,0,0,0,30,1,54,0,2,56,0,0,0,0,58,0,11,0,17,1,0
16322,601874,1,3,0,0,59.5,5,0,59.5,0,10,2,9,1,0,5,0,849,0,0,0,0,44,0,243,0,9,351,0,0,0,0,69,0,76,0,54,3,0
16325,602109,1,3,0,0,55.9,4,1,55.9,0,2,2,5,1,0,5,0,103,0,0,0,0,0,0,42,0,0,36,0,0,0,0,2,0,12,0,9,2,0
16326,602471,1,3,0,0,58.7,4,1,58.7,1,3,2,0,1,0,5,0,1997,0,0,0,0,8,1,351,0,0,1339,0,0,0,5,135,0,115,0,38,5,1
16327,602570,1,3,0,0,47.05,3,2,47.05,0,0,0,1,0,2,17,0,277,0,0,0,0,22,5,46,0,8,32,0,0,0,0,123,0,13,0,27,1,0
16328,602666,1,3,0,0,73.55,2,3,73.55,0,7,0,1,0,1,11,1,115,0,0,0,0,0,0,32,0,0,56,0,0,0,0,0,0,13,0,14,0,1
16329,602696,1,3,0,0,85.15,5,0,85.15,0,1,0,7,1,0,5,0,1337,0,0,0,0,23,3,184,0,10,881,0,0,0,14,136,0,64,0,22,0,1
16330,602779,1,3,0,0,62.35,4,1,62.35,0,3,3,4,1,0,39,0,1254,0,0,0,0,0,2,175,0,1,830,0,0,0,13,148,0,41,0,43,1,1
16331,602865,1,3,0,0,64.45,5,0,64.45,0,3,0,9,0,0,5,0,1883,0,0,0,0,339,6,345,0,7,824,0,0,0,12,152,0,110,0,82,6,1
16332,602943,1,3,0,0,81.9,5,0,81.9,1,0,2,4,0,1,5,0,957,0,0,0,0,0,7,219,0,0,409,0,0,0,0,96,0,135,0,87,4,1
16333,603055,1,3,0,0,67.7,4,1,67.7,0,10,0,4,1,0,5,0,297,0,0,0,0,2,0,87,0,3,116,0,0,0,0,0,0,33,0,55,1,1
16334,603113,1,3,0,0,86.15,5,0,86.15,0,7,0,9,0,1,5,1,629,0,0,0,0,0,6,121,0,0,424,0,0,0,8,6,0,21,0,43,0,1
16335,603121,1,3,0,0,5.8,0,1,5.8,0,2,2,0,1,0,5,0,34,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,8,0,13,1,0
16336,603200,1,3,0,0,73.55,5,0,73.55,0,0,2,2,0,0,5,0,365,0,0,0,0,0,0,56,0,0,272,0,0,0,3,0,0,18,0,14,2,1
16337,603580,1,3,0,0,69.35,5,0,69.35,0,7,2,6,1,0,17,0,2584,0,0,0,0,458,0,527,0,13,1052,0,0,0,13,306,0,149,0,66,0,1
16338,603731,1,3,0,0,66.3,5,0,66.3,1,6,0,0,0,0,5,0,1486,0,0,0,0,161,6,266,0,13,901,0,0,0,8,35,0,57,0,38,1,1
16339,603746,1,3,0,0,73.3,4,1,73.3,0,3,0,5,0,0,5,0,100,0,0,0,0,5,0,31,0,10,45,0,0,0,0,0,0,0,0,8,1,1
16340,603921,1,3,0,0,72.05,2,3,72.05,0,1,2,5,0,0,27,0,308,0,0,0,0,29,0,57,0,3,207,0,0,0,0,0,0,6,0,6,0,1
16341,604358,1,3,0,0,79.3,5,0,79.3,0,8,0,4,0,0,5,0,1451,0,0,0,0,133,1,207,0,3,823,0,0,0,12,152,0,40,0,79,1,1
16342,604725,1,3,0,0,83.3,5,0,83.3,0,0,0,2,1,0,5,0,1610,0,0,0,0,60,0,201,0,0,1077,0,0,0,13,167,0,62,0,30,0,1
16343,604950,1,3,0,0,72.35,3,2,72.35,0,3,2,9,1,0,5,0,2427,0,0,0,0,69,39,251,0,10,1659,0,0,0,3,153,0,109,0,130,4,1
16344,604990,1,3,0,0,65.35,5,0,65.35,0,0,2,2,1,0,17,0,2219,0,0,0,0,538,0,467,0,11,726,0,0,0,0,249,0,158,0,68,2,1
16345,605068,1,3,0,0,69.1,5,0,69.1,0,9,0,1,0,0,5,0,1757,0,0,0,0,57,0,389,0,78,921,0,0,0,9,217,0,37,0,47,2,1
16346,605089,1,3,0,0,54.3,5,0,54.3,0,11,0,9,0,0,27,1,333,0,0,0,0,20,0,101,0,7,110,0,0,0,0,50,0,21,0,24,0,1
16347,605243,1,3,0,0,75.8,5,0,75.8,0,0,1,7,0,0,5,0,1299,0,0,0,0,9,12,196,0,8,841,0,0,0,14,157,0,24,0,38,0,1
16349,605770,1,3,0,0,68.65,5,0,68.65,0,10,0,2,0,0,17,0,457,0,0,0,0,2,2,87,0,1,220,0,0,0,3,89,0,25,0,28,0,1
16350,605771,1,3,0,0,62.75,4,1,62.75,0,11,0,3,0,1,5,1,4562,0,0,0,0,887,17,1047,0,4,2196,0,0,0,15,103,0,123,0,168,2,1
16352,606027,1,3,0,0,76.55,4,1,76.55,0,9,2,6,0,0,5,1,1362,0,0,0,0,6,2,179,0,0,1020,0,0,0,16,73,0,35,0,29,2,1
16353,606105,1,3,0,0,70.9,5,0,70.9,0,11,0,9,0,0,5,0,165,0,0,0,0,14,0,55,0,1,66,0,0,0,0,1,0,17,0,11,0,1
16354,606134,1,3,0,0,73.2,5,0,73.2,0,0,0,4,0,0,5,0,1357,0,0,0,0,191,0,175,0,12,750,0,0,0,3,144,0,42,0,39,1,1
16355,606239,1,3,0,0,74.45,3,2,74.45,0,6,1,5,1,0,5,0,695,0,0,0,0,21,1,191,0,18,312,0,0,0,0,2,0,60,0,88,2,1
16356,606391,1,3,0,0,79.15,5,0,79.15,0,12,2,4,1,0,5,0,1639,0,0,0,0,69,0,204,0,8,1130,0,0,0,15,132,0,59,0,22,0,1
16357,606442,1,3,0,0,60,5,0,60,0,0,0,1,0,0,5,0,773,0,0,0,0,0,0,112,0,0,477,0,0,0,0,140,0,24,0,16,4,1
16358,606517,1,3,0,0,64.8,5,0,64.8,0,1,0,4,0,0,5,0,187,0,0,0,0,0,0,44,0,0,52,0,0,0,0,62,0,16,0,12,1,1
16359,606531,1,3,0,0,6,1,1,6,0,3,1,1,0,0,17,1,7,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0
16360,606535,1,3,0,0,47.95,4,1,47.95,1,11,2,0,1,0,5,0,4646,0,0,0,0,338,14,925,0,54,2270,0,0,0,11,705,0,280,0,46,3,1
16361,606586,1,3,0,0,78.6,5,0,78.6,0,3,0,3,0,0,5,0,15,0,0,0,0,0,0,10,0,1,3,0,0,0,0,0,0,0,0,0,1,1
16362,606861,1,3,0,0,69.55,5,0,69.55,0,12,0,0,0,0,5,0,844,0,0,0,0,138,3,194,0,5,290,0,0,0,0,114,0,59,0,40,1,1
16363,606864,1,3,0,0,65.85,5,0,65.85,0,7,1,9,0,0,5,0,384,0,0,0,0,63,0,67,0,4,143,0,0,0,0,97,0,6,0,4,0,1
16365,607062,1,3,0,0,39.75,5,0,39.75,0,6,2,1,0,1,17,0,546,0,0,0,0,63,0,128,0,2,142,0,0,0,0,147,0,28,0,34,2,1
16367,607603,1,3,0,0,74.9,4,1,74.9,0,8,0,7,0,1,5,0,665,0,0,0,0,2,0,69,0,0,562,0,0,0,3,0,0,21,0,8,0,1
16368,607923,1,3,0,0,80.15,5,0,80.15,0,10,1,0,0,0,17,0,1031,0,0,0,0,86,2,183,0,3,598,0,0,0,6,99,0,19,0,33,2,1
16370,608134,1,3,0,0,67.8,1,4,67.8,0,10,2,8,0,0,5,0,847,0,0,0,0,22,0,141,0,1,513,0,0,0,7,112,0,26,0,24,1,1
16371,608195,1,3,0,0,75.55,5,0,75.55,0,11,2,4,1,0,5,0,672,0,0,0,0,33,0,120,0,3,453,0,0,0,11,1,0,24,0,26,1,0
16372,608448,1,3,0,0,84.45,5,0,84.45,0,7,0,7,0,0,5,0,2169,0,0,0,0,763,1,476,0,11,671,0,0,0,9,132,0,53,0,49,4,1
16373,608851,1,3,0,0,72.05,5,0,72.05,0,6,1,5,0,0,5,0,1525,0,0,0,0,178,2,203,0,8,836,0,0,0,13,230,0,27,0,27,1,1
16374,609194,1,3,0,0,61.1,3,2,61.1,0,12,2,0,0,1,11,0,325,0,0,0,0,137,1,47,0,1,102,0,0,0,0,1,0,21,0,15,0,1
16375,609203,1,3,0,0,56.05,5,0,56.05,0,11,2,4,1,0,5,0,1049,0,0,0,0,10,0,149,0,2,711,0,0,0,8,113,0,30,0,24,2,0
16376,609403,1,3,0,0,61.9,2,3,61.9,0,1,2,7,1,0,5,0,997,0,0,0,0,29,4,165,0,4,589,0,0,0,8,139,0,31,0,24,4,1
16377,609927,1,3,0,0,71.05,4,1,71.05,1,6,0,7,1,1,5,0,957,0,0,0,0,22,0,152,0,1,596,0,0,0,4,147,0,17,0,18,0,1
16378,610385,1,3,0,0,76.3,5,0,76.3,0,0,0,5,0,0,5,1,1894,0,0,0,0,594,3,290,0,14,796,0,0,0,10,134,0,24,0,29,0,1
16379,610405,1,3,0,0,75.2,5,0,75.2,0,5,0,4,0,0,5,0,910,0,0,0,0,0,0,94,0,0,569,0,0,0,11,212,0,17,0,7,0,1
16380,610470,1,3,0,0,64.4,5,0,64.4,0,3,4,9,1,0,5,0,1190,0,0,0,0,9,1,151,0,1,847,0,0,0,3,58,0,58,0,60,2,1
16382,610545,1,3,0,0,70.35,5,0,70.35,0,9,0,5,0,0,5,0,1438,0,0,0,0,127,0,228,0,6,830,0,0,0,3,134,0,70,0,40,0,1
16383,611241,1,3,0,0,60.95,4,1,60.95,0,1,2,2,0,0,5,0,520,0,0,0,0,55,0,64,0,12,206,0,0,0,0,157,0,12,0,14,0,1
16384,611268,1,3,0,0,84.8,3,2,84.8,0,5,0,1,1,1,5,0,1674,0,0,0,0,337,1,221,0,1,867,0,0,0,12,103,0,90,0,40,2,1
16386,611329,1,3,0,0,71.3,5,0,71.3,0,3,1,1,0,0,5,0,1721,0,0,0,0,103,1,228,0,20,1059,0,0,0,14,219,0,37,0,37,3,1
16387,611821,1,3,0,0,59.25,5,0,59.25,0,3,1,1,0,0,5,0,1232,0,0,0,0,61,3,226,0,8,617,0,0,0,2,178,0,101,0,36,0,1
16388,612135,1,3,0,0,87.55,5,0,87.55,0,8,0,8,0,0,5,0,1422,0,0,0,0,306,0,180,0,6,701,0,0,0,17,121,0,44,0,47,0,1
16389,612230,1,3,0,0,80.95,5,0,80.95,0,7,2,2,0,0,17,0,791,0,0,0,0,193,2,153,0,9,331,0,0,0,0,22,0,37,0,43,1,1
16390,612247,1,3,0,0,42.4,4,0,42.4,0,7,2,6,1,0,5,0,2374,0,0,0,0,553,7,371,0,7,1066,0,0,0,14,248,0,48,0,52,8,1
16393,612566,1,3,0,0,84.85,5,0,84.85,0,7,2,9,0,0,5,0,1027,0,0,0,0,194,0,207,0,0,520,0,0,0,9,67,0,13,0,17,0,1
16394,612750,1,3,0,0,57.85,4,1,57.85,0,2,2,9,0,1,5,1,1670,0,0,0,0,208,1,263,0,5,818,0,0,0,15,263,0,69,0,27,1,1
16395,613102,1,3,0,0,82.2,4,0,82.2,0,5,0,2,1,0,5,0,818,0,0,0,0,232,2,143,0,3,365,0,0,0,3,51,0,14,0,5,0,1
16396,613135,1,3,0,0,40.55,4,1,40.55,1,9,0,8,1,0,5,0,285,0,0,0,0,0,0,90,0,0,118,0,0,0,0,54,0,16,0,7,0,0
16397,613909,1,3,0,0,73.25,5,0,73.25,0,1,2,5,0,0,5,0,802,0,0,0,0,9,0,145,0,2,624,0,0,0,2,1,0,11,0,8,0,1
16398,614159,1,3,0,0,58.4,5,0,58.4,0,0,0,1,0,0,5,0,262,0,0,0,0,46,0,71,0,0,77,0,0,0,0,10,0,24,0,33,1,1
16401,616660,1,3,0,0,78,5,0,78,0,6,1,5,1,0,5,0,2393,0,0,0,0,681,10,486,0,34,803,0,0,0,0,261,0,37,0,80,1,1
16402,617297,1,3,0,0,49.05,1,3,49.05,0,10,2,9,0,1,22,0,275,0,0,0,0,71,0,67,0,5,114,0,0,0,0,0,0,9,0,9,0,1
16403,617521,1,3,0,0,77.5,5,0,77.5,0,0,0,3,0,0,5,0,500,0,0,0,0,56,0,114,0,3,220,0,0,0,0,0,0,48,0,57,2,1
16404,617525,1,3,0,0,79.05,5,0,79.05,0,3,0,5,0,1,5,0,539,0,0,0,0,25,0,89,0,1,320,0,0,0,0,74,0,15,0,14,1,1
16405,617530,1,3,0,0,59,4,1,59,1,9,0,8,0,0,5,0,369,0,0,0,0,0,0,56,0,0,173,0,0,0,0,78,0,54,0,7,1,1
16407,618197,1,3,0,0,59.55,5,0,59.55,0,7,2,1,0,1,5,0,1055,0,0,0,0,39,0,150,0,6,512,0,0,0,6,200,0,125,0,17,0,1
16408,618589,1,3,0,0,43.95,3,2,43.95,0,9,2,9,0,0,5,0,1114,0,0,0,0,31,2,285,0,60,539,0,0,0,0,82,0,73,0,41,1,0
16410,618960,1,3,0,0,5.8,2,0,5.8,0,11,2,1,0,0,5,0,211,0,0,0,0,0,0,52,0,0,41,0,0,0,0,36,0,78,0,3,1,0
16411,618983,1,3,0,0,23.2,3,0,23.2,0,3,3,4,1,0,22,0,1514,0,0,0,0,442,25,229,0,9,490,0,0,0,0,140,0,86,0,91,2,0
16412,618994,1,3,0,0,80.05,5,0,80.05,0,10,0,6,0,0,5,0,1931,0,0,0,0,93,2,360,0,5,1117,0,0,0,13,184,0,74,0,81,2,1
16413,619052,1,3,0,0,0,1,0,0,1,0,3,5,0,0,5,0,27,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,3,0,4,1,0
16414,619935,1,3,0,0,58.25,4,1,58.25,0,2,1,5,0,0,17,0,883,0,0,0,0,104,1,198,0,1,430,0,0,0,7,63,0,36,0,42,1,1
16415,620000,1,3,0,0,76.15,5,0,76.15,0,3,2,3,0,0,17,0,573,0,0,0,0,7,1,136,0,1,283,0,0,0,0,78,0,30,0,34,3,1
16416,620115,1,3,0,0,0,1,0,0,0,10,2,1,0,0,5,0,38,0,0,0,0,0,0,3,0,0,29,0,0,0,0,0,0,5,0,1,0,0
16418,620698,1,3,0,0,75.95,5,0,75.95,0,1,0,8,0,0,5,0,1074,0,0,0,0,16,0,173,0,11,728,0,0,0,11,95,0,29,0,11,0,1
16419,621487,1,3,0,0,65.8,5,0,65.8,0,10,2,2,0,1,5,0,153,0,0,0,0,0,0,28,0,0,106,0,0,0,0,0,0,12,0,7,0,1
16420,621826,1,3,0,0,77.15,3,2,77.15,0,10,0,9,0,1,5,0,264,0,0,0,0,0,0,55,0,0,145,0,0,0,4,47,0,10,0,3,0,1
16421,622007,1,3,0,0,74.3,4,1,74.3,0,0,0,3,0,0,5,0,104,0,0,0,0,0,0,41,0,0,43,0,0,0,0,0,0,11,0,9,0,0
16423,622313,1,3,0,0,62.9,5,0,62.9,0,12,2,2,0,0,5,0,129,0,0,0,0,0,0,33,0,0,68,0,0,0,0,0,0,14,0,14,0,1
16424,622573,1,3,0,0,82.8,5,0,82.8,0,10,2,6,0,0,17,1,2342,0,0,0,0,285,13,581,0,16,936,0,0,0,9,312,0,63,0,124,3,1
16425,623042,1,3,0,0,72.25,1,3,72.25,0,11,0,0,0,1,5,0,552,0,0,0,0,20,0,126,0,0,275,0,0,0,0,113,0,4,0,11,3,0
16426,623097,1,3,0,0,72.55,5,0,72.55,0,5,0,6,0,0,5,0,730,0,0,0,0,99,0,139,0,6,351,0,0,0,0,80,0,21,0,34,0,1
16427,623376,1,3,0,0,70.45,3,2,70.45,0,9,0,1,0,0,5,0,1478,0,0,0,0,3,6,175,0,0,1121,0,0,0,13,81,0,37,0,39,3,1
16428,623441,1,3,0,0,57.95,5,0,57.95,0,12,0,0,1,0,5,0,595,0,0,0,0,0,0,76,0,0,299,0,0,0,4,180,0,18,0,17,1,1
16429,623519,1,3,0,0,74.05,5,0,74.05,0,2,0,8,0,1,5,0,1848,0,0,0,0,154,0,219,0,10,1124,0,0,0,0,252,0,35,0,54,0,1
16430,623648,1,3,0,0,60.25,5,0,60.25,0,3,0,5,0,0,5,0,1493,0,0,0,0,88,1,152,0,1,859,0,0,0,16,330,0,28,0,16,2,1
16431,623689,1,3,0,0,84.8,3,2,84.8,0,4,2,5,0,0,5,0,58,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,2,0,5,1,1
16432,624342,1,3,0,0,81.85,5,0,81.85,0,0,0,6,0,0,11,0,1086,0,0,0,0,77,2,183,0,2,603,0,0,0,13,139,0,30,0,37,0,1
16433,625666,1,3,0,0,68.3,5,0,68.3,0,0,0,2,1,0,5,0,1207,0,0,0,0,26,3,192,0,6,607,0,0,0,3,265,0,56,0,45,4,1
16434,625709,1,3,0,0,7.3,2,0,7.3,0,1,0,5,1,0,11,0,78,0,0,0,0,0,0,26,0,0,38,0,0,0,0,0,0,8,0,6,0,0
16435,625826,1,3,0,0,83.05,4,1,83.05,0,10,0,3,0,0,5,0,289,0,0,0,0,46,0,67,0,2,109,0,0,0,0,0,0,28,0,36,1,1
16436,626012,1,3,0,0,61.4,4,1,61.4,1,3,0,8,0,0,5,0,1210,0,0,0,0,50,0,162,0,8,847,0,0,0,8,86,0,29,0,19,1,1
16437,626075,1,3,0,0,67.75,2,3,67.75,1,6,2,0,0,1,17,0,181,0,0,0,0,0,0,50,0,2,101,0,0,0,0,3,0,10,0,14,1,1
16438,626139,1,3,0,0,71.6,5,0,71.6,0,8,0,9,0,0,5,0,1262,0,0,0,0,151,1,174,0,18,702,0,0,0,12,126,0,31,0,44,3,1
16439,626159,1,3,0,0,66,5,0,66,0,9,2,5,1,0,5,1,7373,0,0,0,0,2365,34,2404,0,41,1962,0,0,0,11,367,0,68,0,117,4,1
16440,626195,1,3,0,0,85.5,5,0,85.5,0,6,2,4,1,0,5,0,2864,0,0,0,0,582,4,683,0,25,1220,0,0,0,13,142,0,123,0,69,3,1
16441,626210,1,3,0,0,25.1,3,0,25.1,0,7,2,4,1,0,19,0,1077,0,0,0,0,93,3,306,0,6,551,0,0,0,5,51,0,25,0,34,3,0
